Country,Name,Region,Scenario,Degrees,GCM,Welfare Component,Labor Shock,ST_AG_Welfare_in_M_USD,ST_NONAG_Welfare_in_M_USD,Welfare_in_M_USD,Valueadded_in_M_USD,Initial_Income_in_M_USD
moz,Mozambique,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-25.7507782,-17.01168823,-42.76244354,11968.95216,12348.6631
rwa,Rwanda,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-0.407287806,-1.09387672,-1.501164913,8383.379628,8697.6426
sdn,Sudan,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-126.5441589,-331.2055664,-457.7497559,124735.8095,121914.9219
tza,"Tanzania, United Republic of",Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-38.37507629,-31.04459,-69.41970062,47783.89261,50112.3516
uga,Uganda,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-15.69651413,-9.3629179,-25.05942154,29393.47599,28899.8398
zmb,Zambia,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-7.205388069,-9.601870537,-16.80725861,24640.60172,23699.3281
zwe,Zimbabwe,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-6.284760475,-7.716562748,-14.00132561,15591.5875,16528.8145
xec,Rest of Eastern Africa,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-21.18323898,-36.43657684,-57.61981201,17498.11635,19310.1895
bwa,Botswana,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-2.427989006,-9.714654923,-12.14264679,15429.91615,14402.4277
swz,Eswatini,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-0.306474864,-0.983092189,-1.289567471,4282.31421,4046.6099
nam,Namibia,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-0.948801398,-3.901893616,-4.850695133,11533.26367,11904.374
zaf,South Africa,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-2.854054451,-107.4667587,-110.3209229,334894.1536,349561.5625
xsc,Rest of South African Customs Union,Sub-Saharan Africa,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,-0.283723861,-0.277801663,-0.561525404,2270.591123,2092.7068
xtw,Rest of the World,N America,Labor Only (All Sectors),2,MIROC-ES2L,EV_total,Lancet,0.003181924,-0.001917244,0.001264702,76.28003619,90.5929
aus,Australia,Oceania,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-17.93431091,-379.3899536,-397.3245239,1141812.726,1189179.25
nzl,New Zealand,Oceania,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,26.64394379,-12.67226124,13.97166061,180885.9698,187628.125
xoc,Rest of Oceania,Oceania,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,1.228924274,-47.90455627,-46.67564392,45784.75981,52006.2461
chn,China,E Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-5126.704102,-18938.47656,-24065.17773,10634354.25,10702734
hkg,Hong Kong,E Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-38.85535431,-51.87970734,-90.73509979,338351.8605,303837.5313
jpn,Japan,E Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-111.4464493,-3122.735596,-3234.182617,3811644.095,4222925
kor,"Korea, Republic of",E Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-52.30778122,-1155.067871,-1207.375977,1319140.14,1436882.25
mng,Mongolia,E Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-3.270039558,-7.41249609,-10.68253899,9534.373161,10260.3457
twn,Chinese Taipei,E Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-25.54727554,-1063.57251,-1089.119873,498787.0241,539912.0625
xea,Rest of East Asia,E Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-6.867697716,-50.10186386,-56.96955109,65991.24494,60750.1563
brn,Brunei Darussalam,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-2.242657185,-17.21972656,-19.46237946,11404.3365,10575.5898
khm,Cambodia,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-41.34017944,-53.35879517,-94.69897461,20269.07872,20846.584
idn,Indonesia,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-638.0771484,-2314.745606,-2952.824219,995883.1294,902508.75
lao,Lao PDR,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-29.10156632,-25.42310715,-54.52467346,15937.08307,15495.9434
mys,Malaysia,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-100.6476059,-718.4651489,-819.1126709,306019.3639,286098.25
phl,Philippines,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-155.6976776,-699.2057495,-854.9036865,299024.833,308774
sgp,Singapore,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-10.94642448,-171.0751953,-182.0216065,306124.7433,311263.2188
tha,Thailand,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-111.3241425,-994.0004883,-1105.324951,402651.6075,407908.0937
vnm,Viet Nam,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-345.3867493,-697.6437378,-1043.030518,194587.7331,210226.0781
xse,Rest of Southeast Asia,SE Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-34.15909958,-69.54527283,-103.7044373,60388.88224,59210.5547
afg,Afghanistan,C Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-35.741745,12.52223969,-23.21950913,16888.34378,15970.0098
bgd,Bangladesh,S Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-254.7997284,-1177.099731,-1431.899292,289703.3159,272672.4375
ind,India,S Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-3841.872559,-5499.219727,-9341.09375,2525112.672,2434175.5
npl,Nepal,S Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-48.03735352,-10.9539814,-58.99131775,23537.00307,26950.0723
pak,Pakistan,S Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-2268.72168,-982.2139893,-3250.935059,330316.3011,318852.125
lka,Sri Lanka,S Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-35.27879715,-102.9340363,-138.2128601,76728.41096,81567.0313
xsa,Rest of South Asia,S Asia,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-1.717199326,-0.749900699,-2.467100382,6478.645404,6360.7217
can,Canada,N America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-46.05064392,-829.3707275,-875.4215698,1314982.922,1470133.25
usa,United States of America,N America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,106.351059,-10136.57031,-10030.2207,15606495.82,17663314
mex,Mexico,N America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-131.548111,-828.1467285,-959.6950073,1074965.616,1045179
xna,Rest of North America,N America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-1.162034154,-1.027169228,-2.189208031,31446.136,36104.6172
arg,Argentina,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-13.95755386,-475.233551,-489.1911621,513469.6686,605007.875
bol,Bolivia,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-21.3645401,-19.94853592,-41.31308365,31272.25462,35194.4219
bra,Brazil,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-185.3126068,-2661.785645,-2847.098633,1532254.245,1820812.375
chl,Chile,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,5.762745857,-50.92311859,-45.16038513,258966.5603,252467.9219
col,Colombia,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-52.53804779,-540.1580811,-592.696167,264684.6565,285542.3437
ecu,Ecuador,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,4.13477993,-72.38737488,-68.25262451,95360.94733,91470.0547
pry,Paraguay,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-19.22595024,-83.89360809,-103.1195831,34200.03753,36365.2734
per,Peru,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-19.24535751,-123.5999146,-142.8452911,196870.4334,192188.6563
ury,Uruguay,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,0.476931036,-26.34187698,-25.86494064,50360.05408,58933.2617
ven,Venezuela,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-93.47496033,-853.1964111,-946.6712647,231786.982,227818.25
xsm,Rest of South America,S America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-3.13648653,-39.91287613,-43.04936981,11449.23467,12486.4063
cri,Costa Rica,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-12.17078018,-82.1240387,-94.29477692,48892.29968,56441.3281
gtm,Guatemala,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-13.06555557,-63.99147797,-77.05699158,65807.24184,65803.1172
hnd,Honduras,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-8.029607773,-48.42222595,-56.45180512,19662.4006,20325.9297
nic,Nicaragua,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-9.073291779,-57.69899368,-66.77228546,11431.13223,12682.29
pan,Panama,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-14.01042843,-119.6117554,-133.6221771,51717.71568,56917.7617
slv,El Salvador,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-8.364120483,-51.94796753,-60.31207275,22447.3747,22695.1777
xca,Rest of Central America,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-1.776756764,-3.415295124,-5.192051411,1261.343153,1638.5942
dom,Dominican Republic,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-32.53205872,-101.9217682,-134.4538574,73011.67222,73286.0078
hti,Haiti,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-18.07292175,-16.16615295,-34.23906708,13165.08978,13306.667
jam,Jamaica,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-4.474744797,-29.17733002,-33.65206528,11199.61762,13920.3203
pri,Puerto Rico,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-3.203141451,-249.3491211,-252.5522461,88186.64549,92681.7188
tto,Trinidad and Tobago,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-3.456721067,-68.98886108,-72.44559479,21229.1312,20768.2227
xcb,Rest of Caribbean,C America,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-81.54393005,-330.7388916,-412.28302,119976.1443,125676.7969
aut,Austria,Europe,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-7.112307072,-46.4821167,-53.59444428,288015.861,368294.3438
bel,Belgium,Europe,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-7.533070564,15.78034782,8.247355461,337525.0001,448323.2187
bgr,Bulgaria,Europe,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,0.086684786,-4.807386398,-4.720710754,46822.77924,53544.9297
hrv,Croatia,Europe,Labor Only (All Sectors),2,MIROC6,EV_total,Lancet,-6.650838852,-18.71347237,-25.3643055,40347.9858,50285.0195
